date,customer_id,location,business_sector,age,income,credit_score,savings_ratio,loan_amount,debt_to_income,credit_utilization,payment_punctuality,customer_feedback,default_history,sentiment,risk_category,customer_segment,feedback_topic
2025-02-14,CUST-2025424,"Utah, US",Finance,34,80133.78,726,0.204,2019.28,0.049,0.51,80.51,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-04-14,CUST-2025425,"Hawaii, US",Healthcare,44,113333.45,674,0.122,25420.6,0.077,0.38,93.37,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-12-05,CUST-2025426,"Minnesota, US",Technology,44,85708.48,715,0.052,39868.52,0.133,0.73,88.96,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-12-20,CUST-2025427,"Wyoming, US",Retail,18,67833.07,604,0.025,7390.59,0.342,0.74,93.09,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-09-22,CUST-2025428,"West Virginia, US",Education,26,59790.6,589,0.158,75547.12,0.096,0.35,89.81,High fees,0,Negative,High Risk,Emerging Gen-Z,Financial/Pricing
2025-05-10,CUST-2025429,"Nebraska, US",Services,36,54524.95,596,0.152,24888.92,0.21,0.61,79.7,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-03-26,CUST-2025430,"Illinois, US",Retail,30,59808.88,615,0.089,14139.45,0.039,0.27,91.33,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-11,CUST-2025431,"Texas, US",Retail,33,25000.0,628,0.025,20277.91,0.344,0.84,91.12,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-11-01,CUST-2025432,"Washington, US",Technology,58,141126.25,615,0.183,60433.21,0.114,0.34,88.89,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-04-03,CUST-2025433,"New Mexico, US",Finance,22,50152.81,812,0.182,78468.31,0.343,0.14,91.21,Quick approval,0,Positive,Low Risk,Emerging Gen-Z,Digital/Operations
2025-05-20,CUST-2025434,"Maine, US",Retail,38,25000.0,637,0.018,49043.42,0.045,0.32,78.85,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-04,CUST-2025435,"South Carolina, US",Technology,25,95839.48,615,0.141,55387.03,0.031,0.52,86.06,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-07-03,CUST-2025436,"Colorado, US",Real Estate,40,41190.54,642,0.01,20597.56,0.107,0.82,88.76,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-16,CUST-2025437,"North Dakota, US",Manufacturing,51,67327.3,657,0.142,6795.69,0.115,0.61,81.22,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-08-05,CUST-2025438,"Nevada, US",Technology,31,58623.76,714,0.045,41638.3,0.237,0.5,94.07,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-04-07,CUST-2025439,"Oregon, US",Technology,45,124833.46,564,0.035,77310.27,0.101,0.39,87.09,Process was slow,0,Negative,High Risk,Mass Market,Digital/Operations
2025-02-01,CUST-2025440,"Washington, US",Finance,22,120319.81,648,0.174,21814.62,0.094,0.11,83.44,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-02,CUST-2025441,"Washington, US",Technology,23,70435.42,778,0.068,127986.91,0.072,0.77,87.46,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-04-22,CUST-2025442,"North Dakota, US",Manufacturing,42,108906.4,700,0.106,19356.52,0.144,0.29,91.0,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-01-10,CUST-2025443,"Idaho, US",Services,69,40358.82,561,0.089,59637.7,0.318,0.49,85.24,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-12-06,CUST-2025444,"South Dakota, US",Technology,26,87630.84,687,0.049,59735.77,0.095,0.81,92.11,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-05-16,CUST-2025445,"Missouri, US",Finance,38,82438.26,740,0.121,17390.31,0.204,0.53,88.2,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-07,CUST-2025446,"Illinois, US",Healthcare,54,63020.17,690,0.154,81871.96,0.157,0.28,84.19,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-01-09,CUST-2025447,"Wyoming, US",Retail,57,73018.71,723,0.065,74247.17,0.166,0.9,89.39,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-25,CUST-2025448,"North Dakota, US",Technology,34,74438.1,760,0.106,17504.65,0.206,0.32,93.44,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-03-07,CUST-2025449,"California, US",Education,59,35176.96,648,0.22,37928.58,0.051,0.13,88.43,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-01-05,CUST-2025450,"Kansas, US",Manufacturing,36,88507.23,769,0.113,1419.72,0.229,0.12,85.5,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-07-27,CUST-2025451,"Arizona, US",Manufacturing,35,47953.76,710,0.128,23544.26,0.182,0.6,86.94,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-10-02,CUST-2025452,"Oregon, US",Technology,34,92013.39,627,0.092,41657.53,0.234,0.57,82.07,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-09-12,CUST-2025453,"Illinois, US",Retail,23,35316.52,700,0.027,62091.74,0.251,0.69,79.82,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-01-18,CUST-2025454,"Indiana, US",Real Estate,45,51837.01,574,0.043,31542.98,0.055,0.14,84.12,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-02-06,CUST-2025455,"Wyoming, US",Healthcare,57,33081.14,673,0.26,11141.57,0.259,0.6,83.47,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-05-09,CUST-2025456,"Virginia, US",Education,42,29439.75,765,0.097,83721.68,0.12,0.3,86.94,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-11-11,CUST-2025457,"New Hampshire, US",Manufacturing,63,79259.7,689,0.137,36611.16,0.181,0.19,92.2,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-01-03,CUST-2025458,"North Carolina, US",Real Estate,53,135792.29,737,0.055,37803.09,0.1,0.64,91.48,Quick approval,1,Positive,Medium Risk,Mass Market,Digital/Operations
2025-10-09,CUST-2025459,"New Jersey, US",Services,28,70565.39,642,0.102,38082.54,0.352,0.33,79.72,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-12-10,CUST-2025460,"Oregon, US",Education,51,53766.16,683,0.1,67422.83,0.034,0.08,88.04,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-10-11,CUST-2025461,"Maine, US",Services,38,54498.02,614,0.243,59233.3,0.2,0.75,83.63,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-07-06,CUST-2025462,"West Virginia, US",Retail,44,25000.0,669,0.098,11247.02,0.302,0.25,90.44,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-15,CUST-2025463,"Missouri, US",Finance,63,123269.31,603,0.147,56027.02,0.066,0.47,85.56,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-06-15,CUST-2025464,"Alaska, US",Manufacturing,51,27005.47,651,0.133,8056.41,0.073,0.75,84.18,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-06-03,CUST-2025465,"New York, US",Education,23,65879.96,631,0.208,180546.18,0.121,0.2,81.78,Neutral: No feedback provided.,0,Neutral,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-09-09,CUST-2025466,"Mississippi, US",Technology,30,115925.54,741,0.112,10664.88,0.051,0.71,86.3,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-21,CUST-2025467,"South Dakota, US",Services,37,37159.88,598,0.071,10580.13,0.225,0.64,80.94,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-04-13,CUST-2025468,"Oregon, US",Retail,43,53416.67,629,0.029,83328.52,0.446,0.86,82.58,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-04-10,CUST-2025469,"Massachusetts, US",Finance,56,50767.9,648,0.183,11623.27,0.207,0.24,82.14,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-06-10,CUST-2025470,"Colorado, US",Real Estate,50,55231.36,679,0.067,98460.06,0.211,0.52,89.66,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-13,CUST-2025471,"New Hampshire, US",Education,47,37094.73,772,0.125,17872.04,0.042,0.13,92.23,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-12-15,CUST-2025472,"North Dakota, US",Healthcare,42,97531.55,737,0.212,136125.43,0.074,0.31,93.76,Quick approval,0,Positive,Low Risk,Conservative Saver,Digital/Operations
2025-06-26,CUST-2025473,"Indiana, US",Services,42,78967.38,741,0.087,3901.05,0.063,0.58,82.48,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-10-16,CUST-2025474,"South Dakota, US",Healthcare,39,73995.29,539,0.196,60670.8,0.076,0.23,93.58,Neutral: No feedback provided.,0,Neutral,High Risk,Mass Market,Financial/Pricing
2025-02-06,CUST-2025475,"New York, US",Retail,45,45766.18,668,0.042,51480.41,0.231,0.77,88.17,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-11-24,CUST-2025476,"Minnesota, US",Services,56,61526.78,636,0.048,12444.64,0.177,0.78,81.39,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-09-17,CUST-2025477,"Georgia, US",Healthcare,37,61140.87,521,0.157,20307.72,0.072,0.35,85.48,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-11-21,CUST-2025478,"New Jersey, US",Finance,28,73542.58,635,0.128,211904.78,0.11,0.24,85.76,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-11-06,CUST-2025479,"Wisconsin, US",Education,30,35239.69,670,0.212,66339.04,0.081,0.52,94.97,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-10-15,CUST-2025480,"Maryland, US",Finance,31,99243.29,754,0.186,92254.16,0.219,0.42,83.54,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-05-27,CUST-2025481,"Georgia, US",Education,26,41932.85,768,0.275,58989.01,0.075,0.46,93.55,Process was slow,0,Negative,Low Risk,Emerging Gen-Z,Digital/Operations
2025-10-16,CUST-2025482,"Hawaii, US",Technology,47,87311.47,766,0.108,4026.9,0.148,0.65,84.64,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-04-16,CUST-2025483,"South Carolina, US",Technology,29,148200.79,699,0.122,8891.69,0.159,0.45,91.27,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-10-03,CUST-2025484,"Kentucky, US",Retail,43,54028.71,678,0.049,10480.69,0.16,0.83,93.4,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-18,CUST-2025485,"Florida, US",Healthcare,46,67837.8,750,0.141,131165.6,0.123,0.2,91.09,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-06-05,CUST-2025486,"Maine, US",Real Estate,58,31869.13,654,0.105,69339.81,0.093,0.59,81.7,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-12,CUST-2025487,"Louisiana, US",Education,41,44333.04,722,0.26,80847.14,0.068,0.33,96.5,Standard banking,0,Neutral,Low Risk,Conservative Saver,General Service
2025-05-04,CUST-2025488,"Michigan, US",Manufacturing,60,58400.17,658,0.076,70200.15,0.287,0.51,85.82,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-19,CUST-2025489,"Montana, US",Real Estate,42,43713.92,585,0.048,48932.74,0.276,0.2,93.39,Excellent rates,1,Positive,High Risk,Mass Market,Financial/Pricing
2025-06-08,CUST-2025490,"Maine, US",Retail,40,51636.11,752,0.088,141423.33,0.363,0.13,82.12,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-12-15,CUST-2025491,"Hawaii, US",Finance,51,190572.22,733,0.183,139792.6,0.204,0.49,94.12,Process was slow,0,Negative,Low Risk,Elite/HNW,Digital/Operations
2025-11-05,CUST-2025492,"New Jersey, US",Finance,40,156510.04,492,0.261,9584.57,0.06,0.43,84.4,Excellent rates,0,Positive,High Risk,Conservative Saver,Financial/Pricing
2025-01-16,CUST-2025493,"Iowa, US",Education,38,44526.9,723,0.199,45504.12,0.134,0.17,92.64,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-11-21,CUST-2025494,"Maryland, US",Services,22,69426.63,649,0.064,33045.56,0.072,0.18,89.25,Quick approval,1,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-12-09,CUST-2025495,"Pennsylvania, US",Manufacturing,32,63434.32,557,0.139,1630.38,0.09,0.71,84.31,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-09-03,CUST-2025496,"Iowa, US",Technology,33,86107.66,555,0.119,14822.42,0.135,0.64,84.29,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-04-15,CUST-2025497,"Virginia, US",Finance,56,58317.18,670,0.188,24854.55,0.05,0.52,90.03,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-05,CUST-2025498,"Missouri, US",Finance,47,76729.89,544,0.196,6591.27,0.116,0.51,86.47,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-12-12,CUST-2025499,"Alabama, US",Real Estate,39,101341.88,636,0.071,8225.48,0.24,0.47,93.48,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-10,CUST-2025500,"Florida, US",Real Estate,40,50719.71,537,0.066,10158.79,0.257,0.35,83.93,Excellent rates,1,Positive,High Risk,Mass Market,Financial/Pricing
2025-02-19,CUST-2025501,"Washington, US",Healthcare,38,54814.64,637,0.132,847.02,0.117,0.16,92.05,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-05,CUST-2025502,"Pennsylvania, US",Finance,34,158379.37,669,0.2,23190.99,0.108,0.49,81.69,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-07-21,CUST-2025503,"Alaska, US",Real Estate,20,73961.81,795,0.082,104929.8,0.074,0.83,87.74,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-09-26,CUST-2025504,"Louisiana, US",Healthcare,28,83549.48,752,0.069,50468.93,0.071,0.42,93.41,Quick approval,0,Positive,Low Risk,Emerging Gen-Z,Digital/Operations
2025-09-17,CUST-2025505,"Maine, US",Technology,20,146702.71,532,0.034,4300.26,0.304,0.4,86.23,Process was slow,1,Negative,High Risk,Emerging Gen-Z,Digital/Operations
2025-02-03,CUST-2025506,"South Carolina, US",Manufacturing,29,54871.47,713,0.268,1161.12,0.193,0.2,85.98,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-22,CUST-2025507,"Wisconsin, US",Finance,62,53588.57,627,0.244,47053.01,0.051,0.49,92.27,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-06-11,CUST-2025508,"Maine, US",Finance,49,35307.69,741,0.159,15380.25,0.236,0.65,87.94,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-12,CUST-2025509,"Massachusetts, US",Retail,55,77703.4,702,0.081,49309.32,0.062,0.99,82.73,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-05-15,CUST-2025510,"Colorado, US",Education,63,40556.26,582,0.181,25441.14,0.097,0.16,95.87,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-09-22,CUST-2025511,"Iowa, US",Real Estate,41,86012.89,648,0.117,50076.75,0.135,0.45,81.55,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-07-06,CUST-2025512,"North Dakota, US",Retail,33,60792.94,725,0.103,18628.02,0.077,0.21,88.52,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-04-20,CUST-2025513,"Idaho, US",Healthcare,38,25000.0,611,0.147,31805.09,0.05,0.46,93.62,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-12-16,CUST-2025514,"Nevada, US",Healthcare,26,39496.98,653,0.215,84111.63,0.088,0.27,82.26,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-06-24,CUST-2025515,"Iowa, US",Education,26,73873.88,628,0.185,23796.93,0.185,0.52,82.24,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-09-02,CUST-2025516,"Michigan, US",Manufacturing,48,51986.15,693,0.096,26013.89,0.187,0.15,88.61,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-06-14,CUST-2025517,"Kansas, US",Education,48,46921.89,740,0.273,10088.1,0.098,0.52,89.9,Process was slow,0,Negative,Medium Risk,Conservative Saver,Digital/Operations
2025-01-13,CUST-2025518,"Arizona, US",Real Estate,41,96439.63,641,0.099,17331.79,0.327,0.35,91.48,Standard banking,1,Neutral,Medium Risk,Mass Market,General Service
2025-09-08,CUST-2025519,"Wyoming, US",Technology,43,131347.59,625,0.116,129194.65,0.102,0.6,88.93,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-08-24,CUST-2025520,"Alaska, US",Real Estate,46,126739.46,654,0.182,3938.63,0.451,0.64,91.42,Excellent rates,1,Positive,High Risk,Mass Market,Financial/Pricing
2025-06-25,CUST-2025521,"Oregon, US",Services,48,31225.71,640,0.051,42308.43,0.082,0.35,86.44,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-13,CUST-2025522,"Tennessee, US",Real Estate,22,82739.72,707,0.098,78201.37,0.164,0.66,91.77,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-09-11,CUST-2025523,"Kansas, US",Finance,53,90895.23,663,0.286,59979.01,0.07,0.26,81.69,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-06-13,CUST-2025524,"Rhode Island, US",Retail,50,27667.81,756,0.113,45656.11,0.145,0.99,90.77,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-23,CUST-2025525,"West Virginia, US",Education,54,34990.74,703,0.079,2181.64,0.12,0.27,83.92,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-01-25,CUST-2025526,"New Mexico, US",Services,43,69689.35,695,0.089,43165.9,0.027,0.2,87.5,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-06,CUST-2025527,"Indiana, US",Retail,46,33366.39,651,0.01,989.04,0.01,0.71,93.27,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-12-09,CUST-2025528,"New York, US",Healthcare,48,75267.49,657,0.155,32723.65,0.077,0.4,95.26,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-16,CUST-2025529,"Washington, US",Manufacturing,42,25000.0,707,0.036,1393.71,0.057,0.62,91.76,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-13,CUST-2025530,"Delaware, US",Real Estate,31,114624.67,621,0.05,22915.24,0.03,0.71,86.7,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-07-22,CUST-2025531,"Wyoming, US",Education,34,76990.77,553,0.233,56671.23,0.093,0.18,92.26,Quick approval,0,Positive,High Risk,Conservative Saver,Digital/Operations
2025-03-16,CUST-2025532,"New Jersey, US",Real Estate,43,64155.22,534,0.072,124957.38,0.369,0.93,85.24,Standard banking,1,Neutral,High Risk,Mass Market,General Service
2025-05-23,CUST-2025533,"Alabama, US",Retail,58,30404.57,731,0.07,29002.84,0.077,0.67,78.97,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-09-05,CUST-2025534,"Wisconsin, US",Services,39,83895.2,518,0.256,6515.02,0.053,0.58,89.39,Excellent rates,0,Positive,High Risk,Conservative Saver,Financial/Pricing
2025-03-14,CUST-2025535,"West Virginia, US",Services,45,63335.78,669,0.114,8503.95,0.113,0.13,80.64,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-16,CUST-2025536,"Delaware, US",Real Estate,18,68545.95,677,0.01,5443.95,0.203,0.12,93.31,Standard banking,1,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-10-25,CUST-2025537,"Nebraska, US",Retail,41,63864.82,801,0.082,41153.68,0.249,0.76,90.38,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-19,CUST-2025538,"Montana, US",Technology,44,118903.57,683,0.038,34179.26,0.202,0.8,85.26,Process was slow,1,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-23,CUST-2025539,"Washington, US",Retail,41,94041.82,650,0.049,4767.75,0.361,0.77,89.06,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-05-21,CUST-2025540,"Utah, US",Manufacturing,60,109103.56,689,0.085,94185.31,0.212,0.79,83.94,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-10-15,CUST-2025541,"North Dakota, US",Finance,45,111622.6,635,0.271,141924.38,0.072,0.23,81.65,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-01-15,CUST-2025542,"North Carolina, US",Education,47,80851.37,689,0.231,42292.12,0.228,0.3,90.1,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-06-03,CUST-2025543,"Hawaii, US",Services,42,53104.0,556,0.161,62030.88,0.14,0.38,83.47,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
